cohort,selection_rule,case_id,case_class,glomeruli,lateral_code_index_real3_delta_vs_sym_arbor,lateral_code_index_real3_delta_vs_sym_baseline,lateral_code_index_real3_minus_mirror_arbor,lateral_code_index_real3_minus_mirror_baseline,lateral_code_index_real3_minus_shuffle_arbor,lateral_code_index_real3_minus_shuffle_baseline,mean_spike_count_real3_delta_vs_sym_arbor,mean_spike_count_real3_delta_vs_sym_baseline,normalized_effective_dimension_real3_delta_vs_sym_arbor,normalized_effective_dimension_real3_delta_vs_sym_baseline,normalized_effective_dimension_real3_minus_mirror_arbor,normalized_effective_dimension_real3_minus_mirror_baseline,normalized_effective_dimension_real3_minus_shuffle_arbor,normalized_effective_dimension_real3_minus_shuffle_baseline
lateral_support_selected_72,partly selected by single-glomerulus lateral-code support,support_triple_022_DL2v_VM5d_DA1,support_triple,DL2v;VM5d;DA1,0.2132789917213882,0.2400275002896195,0.2877907288337399,0.317649753592868,0.2130280074622848,0.2423582933585684,-748.375,0.0,-0.0023513272867225,-0.0006701211710337,-0.0034216157290761,-0.0003399318553702,-0.0032328849246095,-0.0004086626953572
lateral_support_selected_72,partly selected by single-glomerulus lateral-code support,support_triple_023_DL1_DA1_V,support_triple,DL1;DA1;V,0.2339752363391796,0.2630816712939693,0.3107667842382284,0.342110280378429,0.2339062949966594,0.2607519229117178,-766.5833333333321,-3.552713678800501e-15,-0.0003035192733538,-0.0002292389239795,-0.0040156276490968,0.0006064276544083,-0.0016742365344781,0.0001546875569871
lateral_support_selected_72,partly selected by single-glomerulus lateral-code support,support_triple_024_V_VA7m_VC3,support_triple,V;VA7m;VC3,0.2306852408034324,0.2552658091210464,0.3001872240414953,0.3331426875777163,0.2269440747229168,0.2534588984778243,-793.3333333333358,-3.552713678800501e-15,0.0016087305551075,-0.0001234727786399,-0.0005795059770173,0.0005985829885564,-0.0001714581138933,4.035970538136824e-05
lateral_support_selected_72,partly selected by single-glomerulus lateral-code support,support_triple_025_VC3_VM2_DC2,support_triple,VC3;VM2;DC2,0.1811446123144877,0.2094939665684389,0.2416494518017931,0.2726717251306449,0.1770651669993132,0.2048309263389338,-219.5,3.552713678800501e-15,0.0008154456376317,0.0002169114313662,-0.0031425405613298,0.0003913539103431,-0.0009233801691506,0.0004789682201729
lateral_support_selected_72,partly selected by single-glomerulus lateral-code support,support_triple_026_DC2_VM7d_DM2,support_triple,DC2;VM7d;DM2,0.1904469361215615,0.2319839328391554,0.2574885783794529,0.3122347168048595,0.1916578365171699,0.2296914901496065,-356.875,3.552713678800501e-15,0.0055571130393466,-0.0007074139154208,0.0044126465167558,-0.0006605679855514,0.0050129738817068,-0.000404306746464
lateral_support_selected_72,partly selected by single-glomerulus lateral-code support,support_triple_027_VM5v_DM2_DL3,support_triple,VM5v;DM2;DL3,0.1653697447776112,0.1928359807625225,0.2216023151471407,0.2573284056822296,0.1641649952400283,0.1947260042417398,-389.9166666666642,0.0,-0.0044212118310743,-0.0009286623276791,-0.0068187810859415,-0.0006839894291025,-0.0049455969713372,-0.0003212537044753
lateral_support_selected_72,partly selected by single-glomerulus lateral-code support,support_triple_028_DL3_DM3_VM3,support_triple,DL3;DM3;VM3,0.1786375014460339,0.1532588492061081,0.2438708814971433,0.2116562427833604,0.1760848522916767,0.1567987153616895,-790.9166666666661,0.0,0.0102292672557163,-0.0010473423538896,0.0135732097482656,-0.00089205238059,0.0093854936594112,-0.0006156506848102
lateral_support_selected_72,partly selected by single-glomerulus lateral-code support,support_triple_029_VM3_VA6_VC4,support_triple,VM3;VA6;VC4,0.1934446534531839,0.2296654045822038,0.2572108895054436,0.3091954996326043,0.1904786138661004,0.2292636152293382,-547.625,0.0,0.0026095952277214,-0.0010881116254229,0.0002662588397038,-0.0008130137484291,0.0012144148142566,-0.0007109835794533
lateral_support_selected_72,partly selected by single-glomerulus lateral-code support,support_triple_030_VC4_VA3_VM1,support_triple,VC4;VA3;VM1,0.1409451160139631,0.1610299723336469,0.1874675494345603,0.2110256029539208,0.1434602935142196,0.1607887555283828,-331.125,0.0,0.0026861411055411,-0.0003040988745,-7.525113301250002e-05,-0.0001278464349245,0.0007574748109057,-2.4471338128250635e-06
lateral_support_selected_72,partly selected by single-glomerulus lateral-code support,support_triple_031_VM1_DL2d_DM6,support_triple,VM1;DL2d;DM6,0.1750149621222272,0.1904340849604966,0.2340929146692641,0.2533232025689997,0.1731673758818702,0.1916004104374242,-221.25,0.0,0.002007653463254,-0.0010038063572598,-0.0004514894311337,-0.0006513580583188,-1.972108954824978e-05,-0.0007419399087328
